locus_tag	ftype	length_bp	gene	EC_number	COG	product
BPEKLNGJ_00369	CDS	1944				hypothetical protein
BPEKLNGJ_00370	CDS	264				hypothetical protein
BPEKLNGJ_00371	CDS	261				hypothetical protein
BPEKLNGJ_00372	CDS	201				hypothetical protein
BPEKLNGJ_00373	CDS	162				hypothetical protein
BPEKLNGJ_00374	CDS	321				hypothetical protein
BPEKLNGJ_00375	CDS	219				hypothetical protein
BPEKLNGJ_00376	CDS	195				hypothetical protein
BPEKLNGJ_00377	CDS	753				hypothetical protein
BPEKLNGJ_00378	CDS	330				hypothetical protein
BPEKLNGJ_00379	CDS	216				hypothetical protein
BPEKLNGJ_00380	CDS	264				hypothetical protein
BPEKLNGJ_00381	CDS	714	lexA_1	3.4.21.88		LexA repressor
BPEKLNGJ_00382	CDS	933	dinG_1	3.1.-.-		3'-5' exonuclease DinG
BPEKLNGJ_00383	CDS	342				hypothetical protein
BPEKLNGJ_00384	CDS	183				hypothetical protein
BPEKLNGJ_00385	CDS	465				hypothetical protein
BPEKLNGJ_00386	CDS	1038	xerC_1			Tyrosine recombinase XerC
BPEKLNGJ_00387	CDS	825	hlb_2	3.1.4.3		Phospholipase C
BPEKLNGJ_00388	CDS	1017				putative leukocidin-like protein 1
BPEKLNGJ_00389	CDS	1056				putative leukocidin-like protein 2
BPEKLNGJ_00390	CDS	1224	dapE	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
BPEKLNGJ_00391	CDS	846				hypothetical protein
BPEKLNGJ_00392	CDS	912	fhuD_1		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
BPEKLNGJ_00393	CDS	1308	ktrB_1		COG0168	Ktr system potassium uptake protein B
BPEKLNGJ_00394	CDS	444				hypothetical protein
BPEKLNGJ_00395	CDS	519				hypothetical protein
BPEKLNGJ_00396	CDS	591				hypothetical protein
BPEKLNGJ_00397	CDS	1617	groL			60 kDa chaperonin
BPEKLNGJ_00398	CDS	285	groS		COG0234	10 kDa chaperonin
BPEKLNGJ_00399	CDS	744	MroQ	3.4.22.-		Membrane-embedded CAAX protease MroQ
BPEKLNGJ_00400	CDS	1260				hypothetical protein
BPEKLNGJ_00401	CDS	627				hypothetical protein
BPEKLNGJ_00402	CDS	786	yafV	3.5.1.3		Omega-amidase YafV
BPEKLNGJ_00403	CDS	135				hypothetical protein
BPEKLNGJ_00404	CDS	618	agrB	3.4.-.-	COG4512	Accessory gene regulator protein B
BPEKLNGJ_00405	CDS	144				hypothetical protein
BPEKLNGJ_00406	CDS	1284				hypothetical protein
BPEKLNGJ_00407	CDS	717	agrA		COG3279	Accessory gene regulator protein A
BPEKLNGJ_00408	CDS	960	scrK	2.7.1.4	COG0524	Fructokinase
BPEKLNGJ_00409	CDS	1485	scrB	3.2.1.26	COG1621	Sucrose-6-phosphate hydrolase
BPEKLNGJ_00410	CDS	951	treR_1		COG1609	HTH-type transcriptional regulator TreR
BPEKLNGJ_00411	CDS	1251	nrgA			Ammonium transporter
BPEKLNGJ_00412	CDS	225	yeeD		COG0425	Putative sulfur carrier protein YeeD
BPEKLNGJ_00413	CDS	1080				hypothetical protein
BPEKLNGJ_00414	CDS	636	rex		COG2344	Redox-sensing transcriptional repressor Rex
BPEKLNGJ_00415	CDS	1929	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
BPEKLNGJ_00416	CDS	1611	mutS_1			DNA mismatch repair protein MutS
BPEKLNGJ_00417	CDS	1026	tsaD	2.3.1.234		tRNA N6-adenosine threonylcarbamoyltransferase
BPEKLNGJ_00418	CDS	465	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
BPEKLNGJ_00419	CDS	663	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
BPEKLNGJ_00420	CDS	495	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
BPEKLNGJ_00421	CDS	1689	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
BPEKLNGJ_00422	CDS	1770	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
BPEKLNGJ_00423	CDS	255				hypothetical protein
BPEKLNGJ_00424	CDS	1005	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
BPEKLNGJ_00425	CDS	1530	leuA_1	2.3.3.13		2-isopropylmalate synthase
BPEKLNGJ_00426	CDS	1047	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
BPEKLNGJ_00427	CDS	1371	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
BPEKLNGJ_00428	CDS	573	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
BPEKLNGJ_00429	CDS	1269	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
BPEKLNGJ_00430	rRNA	78				5S ribosomal RNA (partial)
BPEKLNGJ_00431	rRNA	2918				23S ribosomal RNA
BPEKLNGJ_00432	rRNA	1549				16S ribosomal RNA
BPEKLNGJ_00433	tRNA	74				tRNA-Gly(tcc)
BPEKLNGJ_00434	tRNA	83				tRNA-Leu(gag)
BPEKLNGJ_00435	CDS	456				Protein SprT-like protein
BPEKLNGJ_00436	CDS	2139	yhgF		COG2183	Protein YhgF
BPEKLNGJ_00437	CDS	771	sigB		COG1191	RNA polymerase sigma-B factor
BPEKLNGJ_00438	CDS	480	rsbW	2.7.11.1		Serine-protein kinase RsbW
BPEKLNGJ_00439	CDS	327	rsbV			Anti-sigma-B factor antagonist
BPEKLNGJ_00440	CDS	1002	rsbU	3.1.3.3	COG2208	Phosphoserine phosphatase RsbU
BPEKLNGJ_00441	CDS	363	mazF	3.1.-.-		Endoribonuclease MazF
BPEKLNGJ_00442	CDS	171	mazE			Antitoxin MazE
BPEKLNGJ_00443	CDS	1149	alr1_1	5.1.1.1		Alanine racemase 1
BPEKLNGJ_00444	CDS	360	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
BPEKLNGJ_00445	CDS	495				hypothetical protein
BPEKLNGJ_00446	CDS	1587				hypothetical protein
BPEKLNGJ_00447	CDS	480				hypothetical protein
BPEKLNGJ_00448	CDS	561	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
BPEKLNGJ_00449	CDS	2028	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
BPEKLNGJ_00450	CDS	1677	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
BPEKLNGJ_00451	CDS	2658	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
BPEKLNGJ_00452	CDS	696	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
BPEKLNGJ_00453	CDS	1521	cshA	3.6.4.13		DEAD-box ATP-dependent RNA helicase CshA
BPEKLNGJ_00454	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
BPEKLNGJ_00455	CDS	1071	ddl	6.3.2.4		D-alanine--D-alanine ligase
BPEKLNGJ_00456	CDS	1203	rodA	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase RodA
BPEKLNGJ_00457	CDS	138				hypothetical protein
BPEKLNGJ_00458	CDS	210				hypothetical protein
BPEKLNGJ_00459	CDS	294				hypothetical protein
BPEKLNGJ_00460	CDS	1485	cls_1	2.7.8.-		Cardiolipin synthase
BPEKLNGJ_00461	CDS	648	yedJ		COG1418	putative protein YedJ
BPEKLNGJ_00462	CDS	873	yidC			Membrane protein insertase YidC
BPEKLNGJ_00463	CDS	642	thiE	2.5.1.3		Thiamine-phosphate synthase
BPEKLNGJ_00464	CDS	801	thiM	2.7.1.50		Hydroxyethylthiazole kinase
BPEKLNGJ_00465	CDS	831	thiD	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
BPEKLNGJ_00466	CDS	690	tenA	3.5.99.2		Aminopyrimidine aminohydrolase
BPEKLNGJ_00467	CDS	696	sceD	3.2.-.-		putative transglycosylase SceD
BPEKLNGJ_00468	CDS	396	ssbA_2		COG0629	Single-stranded DNA-binding protein A
BPEKLNGJ_00469	CDS	441				hypothetical protein
BPEKLNGJ_00470	CDS	441	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
BPEKLNGJ_00471	CDS	1266	murA1	2.5.1.7		UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
BPEKLNGJ_00472	CDS	234				hypothetical protein
BPEKLNGJ_00473	CDS	405	atpC			ATP synthase epsilon chain
BPEKLNGJ_00474	CDS	1413	atpD	7.1.2.2		ATP synthase subunit beta
BPEKLNGJ_00475	CDS	867	atpG			ATP synthase gamma chain
BPEKLNGJ_00476	CDS	1509	atpA	7.1.2.2		ATP synthase subunit alpha
BPEKLNGJ_00477	CDS	540	atpH			ATP synthase subunit delta
BPEKLNGJ_00478	CDS	522	atpF			ATP synthase subunit b
BPEKLNGJ_00479	CDS	213	atpE			ATP synthase subunit c
BPEKLNGJ_00480	CDS	729	atpB			ATP synthase subunit a
BPEKLNGJ_00481	CDS	354				hypothetical protein
BPEKLNGJ_00482	CDS	1128	mnaA_1	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
BPEKLNGJ_00483	CDS	630	upp	2.4.2.9		Uracil phosphoribosyltransferase
BPEKLNGJ_00484	CDS	1239	glyA	2.1.2.1		Serine hydroxymethyltransferase
BPEKLNGJ_00485	CDS	525				hypothetical protein
BPEKLNGJ_00486	CDS	423	ptpB	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase PtpB
BPEKLNGJ_00487	CDS	1047	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
BPEKLNGJ_00488	CDS	837	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
BPEKLNGJ_00489	CDS	1077	prfA		COG0216	Peptide chain release factor 1
BPEKLNGJ_00490	CDS	600	tdk	2.7.1.21		Thymidine kinase
BPEKLNGJ_00491	CDS	255	rpmE2			50S ribosomal protein L31 type B
BPEKLNGJ_00492	CDS	1317	rho	3.6.4.-	COG1158	Transcription termination factor Rho
BPEKLNGJ_00493	CDS	1428		1.2.1.3		Putative aldehyde dehydrogenase
BPEKLNGJ_00494	CDS	336	yodB		COG1733	HTH-type transcriptional regulator YodB
BPEKLNGJ_00495	CDS	1260	murA2	2.5.1.7		UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2
BPEKLNGJ_00496	CDS	861	fba	4.1.2.13		Fructose-bisphosphate aldolase
BPEKLNGJ_00497	CDS	522				hypothetical protein
BPEKLNGJ_00498	CDS	1611	pyrG	6.3.4.2		CTP synthase
BPEKLNGJ_00499	CDS	531	rpoE			putative DNA-directed RNA polymerase subunit delta
BPEKLNGJ_00500	CDS	861				hypothetical protein
BPEKLNGJ_00501	CDS	804	coaW	2.7.1.33		Type II pantothenate kinase
BPEKLNGJ_00502	CDS	672				hypothetical protein
BPEKLNGJ_00503	CDS	1194				hypothetical protein
BPEKLNGJ_00504	CDS	1185	abgB	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
BPEKLNGJ_00505	CDS	471	luxS	4.4.1.21		S-ribosylhomocysteine lyase
BPEKLNGJ_00506	CDS	351				hypothetical protein
BPEKLNGJ_00507	CDS	1302	pdp	2.4.2.2	COG0213	Pyrimidine-nucleoside phosphorylase
BPEKLNGJ_00508	CDS	663	deoC2	4.1.2.4		Deoxyribose-phosphate aldolase 2
BPEKLNGJ_00509	CDS	711	deoD1	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type 1
BPEKLNGJ_00510	CDS	444	dps		COG0783	General stress protein 20U
BPEKLNGJ_00511	CDS	414				hypothetical protein
BPEKLNGJ_00512	CDS	1374				hypothetical protein
BPEKLNGJ_00513	CDS	231				hypothetical protein
BPEKLNGJ_00514	CDS	939	gmuF	5.3.1.8	COG1482	putative mannose-6-phosphate isomerase GmuF
BPEKLNGJ_00515	CDS	666	yhfK	4.-.-.-	COG0702	putative sugar epimerase YhfK
BPEKLNGJ_00516	CDS	321	czrA		COG0640	HTH-type transcriptional repressor CzrA
BPEKLNGJ_00517	CDS	981	czcD_1		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
BPEKLNGJ_00518	CDS	1092				hypothetical protein
BPEKLNGJ_00519	CDS	858	ywpJ_1	3.1.3.-	COG0561	Phosphatase YwpJ
BPEKLNGJ_00520	CDS	783	ylmA	3.6.3.-	COG1119	putative ABC transporter ATP-binding protein YlmA
BPEKLNGJ_00521	CDS	1806	glmS	2.6.1.16		Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
BPEKLNGJ_00522	CDS	1539	mtlA			PTS system mannitol-specific EIICB component
BPEKLNGJ_00523	CDS	2133				hypothetical protein
BPEKLNGJ_00524	CDS	435	mtlF_1		COG4668	Mannitol-specific phosphotransferase enzyme IIA component
BPEKLNGJ_00525	CDS	1107	mtlD	1.1.1.17		Mannitol-1-phosphate 5-dehydrogenase
BPEKLNGJ_00526	CDS	7497				hypothetical protein
BPEKLNGJ_00527	CDS	1356	glmM	5.4.2.10		Phosphoglucosamine mutase
BPEKLNGJ_00528	CDS	933	cdaR		COG4856	CdaA regulatory protein CdaR
BPEKLNGJ_00529	CDS	810	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
BPEKLNGJ_00530	CDS	909	arg	3.5.3.1		Arginase
BPEKLNGJ_00531	tRNA	74				tRNA-Lys(ttt)
BPEKLNGJ_00532	tRNA	75				tRNA-Gln(ttg)
BPEKLNGJ_00533	tRNA	84				tRNA-Tyr(gta)
BPEKLNGJ_00534	tRNA	76				tRNA-Val(tac)
BPEKLNGJ_00535	tRNA	74				tRNA-Glu(ttc)
BPEKLNGJ_00536	tRNA	75				tRNA-Asn(gtt)
BPEKLNGJ_00537	rRNA	78				5S ribosomal RNA (partial)
BPEKLNGJ_00538	rRNA	2918				23S ribosomal RNA
BPEKLNGJ_00539	rRNA	1549				16S ribosomal RNA
BPEKLNGJ_00540	CDS	1065	salA		COG0489	Iron-sulfur cluster carrier protein
BPEKLNGJ_00541	CDS	1443	farB_1			Fatty acid resistance protein FarB
BPEKLNGJ_00542	CDS	468	sepA			Multidrug resistance efflux pump SepA
BPEKLNGJ_00543	CDS	1344	sdrM			Multidrug efflux pump SdrM
BPEKLNGJ_00544	CDS	687				hypothetical protein
BPEKLNGJ_00545	CDS	1188		2.7.7.-		putative uridylyltransferase
BPEKLNGJ_00546	CDS	516				hypothetical protein
BPEKLNGJ_00547	CDS	261				hypothetical protein
BPEKLNGJ_00548	CDS	1371				hypothetical protein
BPEKLNGJ_00549	CDS	969	fecD		COG0609	Fe(3+) dicitrate transport system permease protein FecD
BPEKLNGJ_00550	CDS	255				hypothetical protein
BPEKLNGJ_00551	CDS	1032	yfiZ_1		COG0609	putative siderophore transport system permease protein YfiZ
BPEKLNGJ_00552	CDS	984	yfmC_1		COG4594	Fe(3+)-citrate-binding protein YfmC
BPEKLNGJ_00553	CDS	1071	orr	5.1.1.12	COG3457	Ornithine racemase
BPEKLNGJ_00554	CDS	1758				hypothetical protein
BPEKLNGJ_00555	CDS	1194				hypothetical protein
BPEKLNGJ_00556	CDS	1977				hypothetical protein
BPEKLNGJ_00557	CDS	510			COG1302	Alkaline shock protein 23
BPEKLNGJ_00558	CDS	240				hypothetical protein
BPEKLNGJ_00559	CDS	537				hypothetical protein
BPEKLNGJ_00560	CDS	1563	opuD_1		COG1292	Glycine betaine transporter OpuD
BPEKLNGJ_00561	CDS	1008				Zinc-type alcohol dehydrogenase-like protein
BPEKLNGJ_00562	CDS	1005	yfmJ	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
BPEKLNGJ_00563	CDS	870				hypothetical protein
BPEKLNGJ_00564	CDS	1413	lacG	3.2.1.85		6-phospho-beta-galactosidase
BPEKLNGJ_00565	CDS	1713	lacE			PTS system lactose-specific EIICB component
BPEKLNGJ_00566	CDS	312	lacF		COG1447	PTS system lactose-specific EIIA component
BPEKLNGJ_00567	CDS	981	lacD	4.1.2.40		Tagatose 1,6-diphosphate aldolase
BPEKLNGJ_00568	CDS	933	lacC_1	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
BPEKLNGJ_00569	CDS	516	lacB	5.3.1.26		Galactose-6-phosphate isomerase subunit LacB
BPEKLNGJ_00570	CDS	429	lacA	5.3.1.26		Galactose-6-phosphate isomerase subunit LacA
BPEKLNGJ_00571	CDS	756	lacR			Lactose phosphotransferase system repressor
BPEKLNGJ_00572	CDS	741	cobB	2.3.1.286	COG0846	NAD-dependent protein deacetylase
BPEKLNGJ_00573	CDS	609				hypothetical protein
BPEKLNGJ_00574	CDS	126				hypothetical protein
BPEKLNGJ_00575	CDS	849		1.-.-.-	COG0656	putative oxidoreductase/MSMEI_2347
BPEKLNGJ_00576	CDS	417	adhR		COG0789	HTH-type transcriptional regulator AdhR
BPEKLNGJ_00577	CDS	2427		4.2.2.1		Hyaluronate lyase
BPEKLNGJ_00578	CDS	426	map_3			Protein map
BPEKLNGJ_00579	CDS	705	aldC_1	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
BPEKLNGJ_00580	CDS	1665	alsS	2.2.1.6	COG0028	Acetolactate synthase
BPEKLNGJ_00581	CDS	1407				hypothetical protein
BPEKLNGJ_00582	CDS	1137				hypothetical protein
BPEKLNGJ_00583	CDS	792				hypothetical protein
BPEKLNGJ_00584	CDS	294				hypothetical protein
BPEKLNGJ_00585	CDS	1098				hypothetical protein
BPEKLNGJ_00586	CDS	399	rpsI			30S ribosomal protein S9
BPEKLNGJ_00587	CDS	438	rplM			50S ribosomal protein L13
BPEKLNGJ_00588	CDS	804	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
BPEKLNGJ_00589	CDS	807	ecfT_1			Energy-coupling factor transporter transmembrane protein EcfT
BPEKLNGJ_00590	CDS	861	ecfA2	3.6.3.-		Energy-coupling factor transporter ATP-binding protein EcfA2
BPEKLNGJ_00591	CDS	810	ecfA1	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
BPEKLNGJ_00592	CDS	369	rplQ			50S ribosomal protein L17
BPEKLNGJ_00593	CDS	945	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
BPEKLNGJ_00594	CDS	390	rpsK			30S ribosomal protein S11
BPEKLNGJ_00595	CDS	366	rpsM			30S ribosomal protein S13
BPEKLNGJ_00596	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
BPEKLNGJ_00597	CDS	219	infA			Translation initiation factor IF-1
BPEKLNGJ_00598	CDS	648	adk	2.7.4.3		Adenylate kinase
BPEKLNGJ_00599	CDS	1293	secY_1			Protein translocase subunit SecY
BPEKLNGJ_00600	CDS	441	rplO			50S ribosomal protein L15
BPEKLNGJ_00601	CDS	180	rpmD			50S ribosomal protein L30
BPEKLNGJ_00602	CDS	501	rpsE			30S ribosomal protein S5
BPEKLNGJ_00603	CDS	360	rplR			50S ribosomal protein L18
BPEKLNGJ_00604	CDS	537	rplF			50S ribosomal protein L6
BPEKLNGJ_00605	CDS	399	rpsH			30S ribosomal protein S8
BPEKLNGJ_00606	CDS	186	rpsZ			30S ribosomal protein S14 type Z
BPEKLNGJ_00607	CDS	540	rplE			50S ribosomal protein L5
BPEKLNGJ_00608	CDS	318	rplX			50S ribosomal protein L24
BPEKLNGJ_00609	CDS	369	rplN			50S ribosomal protein L14
BPEKLNGJ_00610	CDS	264	rpsQ			30S ribosomal protein S17
BPEKLNGJ_00611	CDS	210	rpmC			50S ribosomal protein L29
BPEKLNGJ_00612	CDS	435	rplP			50S ribosomal protein L16
BPEKLNGJ_00613	CDS	654	rpsC			30S ribosomal protein S3
BPEKLNGJ_00614	CDS	354	rplV			50S ribosomal protein L22
BPEKLNGJ_00615	CDS	279	rpsS			30S ribosomal protein S19
BPEKLNGJ_00616	CDS	834	rplB			50S ribosomal protein L2
BPEKLNGJ_00617	CDS	276	rplW			50S ribosomal protein L23
BPEKLNGJ_00618	CDS	624	rplD			50S ribosomal protein L4
BPEKLNGJ_00619	CDS	663	rplC			50S ribosomal protein L3
BPEKLNGJ_00620	CDS	309	rpsJ			30S ribosomal protein S10
BPEKLNGJ_00621	CDS	390				hypothetical protein
BPEKLNGJ_00622	CDS	1335	pbuG		COG2252	Guanine/hypoxanthine permease PbuG
BPEKLNGJ_00623	CDS	2136	topB	5.6.2.1	COG0550	DNA topoisomerase 3
BPEKLNGJ_00624	CDS	888				hypothetical protein
BPEKLNGJ_00625	CDS	864	glcU_1		COG4975	putative glucose uptake protein GlcU
BPEKLNGJ_00626	CDS	909				hypothetical protein
BPEKLNGJ_00627	CDS	165				hypothetical protein
BPEKLNGJ_00628	CDS	318				hypothetical protein
BPEKLNGJ_00629	CDS	3168	swrC		COG0841	Swarming motility protein SwrC
BPEKLNGJ_00630	CDS	1266	femX	2.3.2.16		Lipid II:glycine glycyltransferase
BPEKLNGJ_00631	CDS	252				hypothetical protein
BPEKLNGJ_00632	CDS	765				hypothetical protein
BPEKLNGJ_00633	CDS	441				putative HTH-type transcriptional regulator
BPEKLNGJ_00634	CDS	1212	yfcJ			putative MFS-type transporter YfcJ
BPEKLNGJ_00635	CDS	351	sarV			HTH-type transcriptional regulator SarV
BPEKLNGJ_00636	CDS	1023	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
BPEKLNGJ_00637	CDS	600	mobA	2.7.7.77		putative molybdenum cofactor guanylyltransferase
BPEKLNGJ_00638	CDS	234	moaD			Molybdopterin synthase sulfur carrier subunit
BPEKLNGJ_00639	CDS	447	moaE	2.8.1.12		Molybdopterin synthase catalytic subunit
BPEKLNGJ_00640	CDS	486				hypothetical protein
BPEKLNGJ_00641	CDS	1260	moeA	2.10.1.1		Molybdopterin molybdenumtransferase
BPEKLNGJ_00642	CDS	495	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
BPEKLNGJ_00643	CDS	507	moaB			Molybdenum cofactor biosynthesis protein B
BPEKLNGJ_00644	CDS	1005				hypothetical protein
BPEKLNGJ_00645	CDS	606	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
BPEKLNGJ_00646	CDS	672	modB		COG4149	Molybdenum transport system permease protein ModB
BPEKLNGJ_00647	CDS	783	modA		COG0725	Molybdate-binding protein ModA
BPEKLNGJ_00648	CDS	798	fdhD		COG1526	Sulfur carrier protein FdhD
BPEKLNGJ_00649	CDS	771				hypothetical protein
BPEKLNGJ_00650	CDS	555	bioY		COG1268	Biotin transporter BioY
BPEKLNGJ_00651	CDS	942	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
BPEKLNGJ_00652	CDS	909	fhuD_2		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
BPEKLNGJ_00653	CDS	1155	ydbM	1.3.99.-		Putative acyl-CoA dehydrogenase YdbM
BPEKLNGJ_00654	CDS	906			COG4413	Urea transporter
BPEKLNGJ_00655	CDS	303	ureA	3.5.1.5	COG0831	Urease subunit gamma
BPEKLNGJ_00656	CDS	411	ureB	3.5.1.5		Urease subunit beta
BPEKLNGJ_00657	CDS	1716	ureC	3.5.1.5		Urease subunit alpha
BPEKLNGJ_00658	CDS	453	ureE			Urease accessory protein UreE
BPEKLNGJ_00659	CDS	690	ureF		COG0830	Urease accessory protein UreF
BPEKLNGJ_00660	CDS	615	ureG			Urease accessory protein UreG
BPEKLNGJ_00661	CDS	837	ureD1		COG0829	Urease accessory protein UreD
BPEKLNGJ_00662	CDS	348	sarR			HTH-type transcriptional regulator SarR
BPEKLNGJ_00663	CDS	327				hypothetical protein
BPEKLNGJ_00664	CDS	744				hypothetical protein
BPEKLNGJ_00665	CDS	1956	rhaS			HTH-type transcriptional activator RhaS
BPEKLNGJ_00666	CDS	819	ssaA2			Staphylococcal secretory antigen ssaA2
BPEKLNGJ_00667	CDS	1398	mleN_1		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
BPEKLNGJ_00668	CDS	1083	odh	1.5.1.28		Opine dehydrogenase
BPEKLNGJ_00669	CDS	423				hypothetical protein
BPEKLNGJ_00670	CDS	501				hypothetical protein
BPEKLNGJ_00671	CDS	954		1.1.1.-		Putative 2-hydroxyacid dehydrogenase
BPEKLNGJ_00672	CDS	1125	auaG	1.14.13.222		Aurachin C monooxygenase/isomerase
BPEKLNGJ_00673	CDS	777	atl_2		COG4193	Bifunctional autolysin
BPEKLNGJ_00674	CDS	234				hypothetical protein
BPEKLNGJ_00675	CDS	474				hypothetical protein
BPEKLNGJ_00676	CDS	3039		1.17.1.9		Putative formate dehydrogenase
BPEKLNGJ_00677	CDS	948	tagU_1	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
BPEKLNGJ_00678	CDS	798	cysQ	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
BPEKLNGJ_00679	CDS	693				hypothetical protein
BPEKLNGJ_00680	CDS	738				hypothetical protein
BPEKLNGJ_00681	CDS	330				hypothetical protein
BPEKLNGJ_00682	CDS	873	ybbH_1		COG1737	putative HTH-type transcriptional regulator YbbH
BPEKLNGJ_00683	CDS	1380	yifK		COG1113	putative transport protein YifK
BPEKLNGJ_00684	CDS	357				hypothetical protein
BPEKLNGJ_00685	CDS	186				hypothetical protein
BPEKLNGJ_00686	CDS	192				hypothetical protein
BPEKLNGJ_00687	CDS	636		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
BPEKLNGJ_00688	CDS	918	panS		COG0385	Pantothenate precursors transporter PanS
BPEKLNGJ_00689	CDS	531				hypothetical protein
BPEKLNGJ_00690	CDS	1605	malP		COG1263	PTS system maltose-specific EIICB component
BPEKLNGJ_00691	CDS	765	glvR		COG1737	HTH-type transcriptional regulator GlvR
BPEKLNGJ_00692	CDS	507				hypothetical protein
BPEKLNGJ_00693	CDS	1314	mleN_2		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
BPEKLNGJ_00694	CDS	570				hypothetical protein
BPEKLNGJ_00695	CDS	882	yghA	1.-.-.-		putative oxidoreductase YghA
BPEKLNGJ_00696	CDS	1122	scmP_1	3.5.1.-	COG1473	N-acetylcysteine deacetylase
BPEKLNGJ_00697	CDS	1239	hutI	3.5.2.7		Imidazolonepropionase
BPEKLNGJ_00698	CDS	1662	hutU	4.2.1.49		Urocanate hydratase
BPEKLNGJ_00699	CDS	885	hdfR_1			HTH-type transcriptional regulator HdfR
BPEKLNGJ_00700	CDS	420	fosB	2.5.1.-		Metallothiol transferase FosB
BPEKLNGJ_00701	CDS	936	hutG	3.5.3.8		Formimidoylglutamase
BPEKLNGJ_00702	CDS	1257	lyrA			Lysostaphin resistance protein A
BPEKLNGJ_00703	CDS	687	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
BPEKLNGJ_00704	CDS	654	yiiM		COG2258	Protein YiiM
BPEKLNGJ_00705	CDS	1020	mro	5.1.3.3	COG2017	Aldose 1-epimerase
BPEKLNGJ_00706	CDS	327				hypothetical protein
BPEKLNGJ_00707	CDS	1233	yhaP		COG1668	putative protein YhaP
BPEKLNGJ_00708	CDS	900	lnrL_1	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
BPEKLNGJ_00709	CDS	621	yhaI		COG3152	Inner membrane protein YhaI
BPEKLNGJ_00710	CDS	609		3.2.2.-		Putative 3-methyladenine DNA glycosylase
BPEKLNGJ_00711	CDS	1209	gltS		COG0786	Sodium/glutamate symporter
BPEKLNGJ_00712	CDS	1050	fni	5.3.3.2		Isopentenyl-diphosphate delta-isomerase
BPEKLNGJ_00713	CDS	948	zntB			Zinc transport protein ZntB
